时间,温度,10米水平风速,10米垂直风速,降水,辐照
2024-12-05 16:00:00,291.7293395996094,-3.208754301071167,-2.436277389526367,0.001165601929642435,3.599998988149111e-12
2024-12-05 17:00:00,291.3465881347656,-3.217375993728638,-2.578609704971313,0.001184868096970604,3.599998988149111e-12
2024-12-05 18:00:00,291.2459716796875,-3.229826211929321,-2.744930505752563,0.001513080633230857,3.599998988149111e-12
2024-12-05 19:00:00,291.1994934082031,-3.319114685058594,-2.979526042938232,0.02769164711935446,3.599998988149111e-12
2024-12-05 20:00:00,290.6600341796875,-3.39630389213562,-3.208044052124023,0.02741504067671485,3.599998988149111e-12
2024-12-05 21:00:00,290.5930786132812,-3.481143474578857,-3.322142601013184,0.02760632560239173,3.599998988149111e-12
2024-12-05 22:00:00,290.6978759765625,-3.370194673538208,-3.040668249130249,0.02611939271446317,3.599998988149111e-12
2024-12-05 23:00:00,290.6491394042969,-3.42999529838562,-3.137156248092651,0.02913591924880166,2354.239501953125
2024-12-06 00:00:00,290.8443603515625,-3.479655981063843,-3.382751941680908,0.030756342312088243,178076.4375
2024-12-06 01:00:00,290.9747009277344,-3.613733530044556,-3.644517183303833,0.03182836371706799,613777.625
2024-12-06 02:00:00,292.4042663574219,-3.685180187225342,-3.756186246871948,0.02914761716965586,1071220.875
2024-12-06 03:00:00,292.6267700195312,-3.618448734283447,-3.767616271972656,0.02396846321062185,1466185.125
2024-12-06 04:00:00,292.80615234375,-3.422516822814941,-3.754576921463013,0.01497805351391435,1710798.5
2024-12-06 05:00:00,293.5816040039062,-3.244776248931885,-3.715079069137573,0.01026059999276185,1702111.625
2024-12-06 06:00:00,293.6784057617188,-3.056735038757324,-3.666726589202881,0.0101697733043693,1615949.625
2024-12-06 07:00:00,293.755859375,-3.004933834075928,-3.677527189254761,0.01164913828688441,1338139.375
2024-12-06 08:00:00,293.2518005371094,-3.01187801361084,-3.6836838722229,0.008049809366639238,927412.0
2024-12-06 09:00:00,293.1225280761719,-2.950714826583862,-3.509573698043823,0.005457824499899289,429157.03125
2024-12-06 10:00:00,292.007080078125,-2.665259122848511,-2.975261449813843,0.003809880809058086,61468.8125
